firm_id,roa_t1,rev_growth_t1,asset_turnover_t1,ln_assets_preipo,leverage_preipo,firm_age,rd_intensity_preipo,soe,industry,ipo_year
000036_2020,0.0203662717735466,0.14354227652651427,0.6425049203565049,19.60573969509953,0.4438198450901435,4,0.12468157108643407,0,专用设备制造业,2019
000037_2021,0.03594802394950035,0.2399492267341815,0.9172003841428976,21.21343422489583,0.7413241016969557,17,0.14848853533004006,1,制造业,2020
000038_2022,0.04289485907963067,0.19786658613416822,0.783207054643256,20.313531848765898,0.42898407371619185,10,0.16343417476726943,1,软件和信息技术服务业,2021
000039_2023,0.025947964952287593,0.08447216773488482,0.701569370998515,21.17377053363605,0.7367501874443041,12,0.14389027215898767,0,医药制造业,2022
000040_2019,0.05210071587092722,0.15658740259553605,0.7541414014684509,22.24766590110894,0.3969456013164359,18,0.04148048864210649,0,专用设备制造业,2023
000041_2020,0.02555534639793477,0.09439529602490578,0.7455878253681347,21.820773374550246,0.6262092903359835,12,0.10556902473538726,1,制造业,2019
000042_2021,0.025226621300993318,0.09502344212588465,0.6172710372820974,21.746622431051986,0.20089156338709924,20,0.027322006743472627,0,软件和信息技术服务业,2020
000043_2022,0.04733339625640332,0.1396556879357193,0.6565181197453723,21.84081512861994,0.4832770260826583,14,0.12099676151587971,0,医药制造业,2021
000044_2023,0.021675170183428304,0.18751240838359193,0.580529828034398,22.203388240619944,0.6312358721914345,24,0.17240940279192787,1,专用设备制造业,2022
000045_2019,0.03006105613392492,0.2608891604787836,0.7506925591712293,20.991463958056894,0.7048210003319332,17,0.09716445093101891,0,制造业,2023
000046_2020,0.021719671461583805,0.049980752860963595,0.4994499012113135,22.70684964089905,0.643549854370459,9,0.0836053237875204,0,软件和信息技术服务业,2019
000047_2021,0.04388874326523625,0.1859760474941451,0.7468059497881387,22.662665970385483,0.17218243632070454,20,0.01609326774108774,0,医药制造业,2020
000048_2022,0.022784653333828394,0.07598398137678869,0.6781861025814473,22.3850379376561,0.3736214047840405,11,0.17316166879596745,0,专用设备制造业,2021
000049_2023,0.04326837263235111,0.17367115460710372,0.6791526464028281,22.556533442751263,0.17921908338831075,14,0.027510456302126993,1,制造业,2022
000050_2019,0.04207094578983756,0.15395468535813053,0.655124149028923,22.29641800080866,0.2155693746687348,6,0.01698344586182398,1,软件和信息技术服务业,2023
000051_2020,0.04139649979592544,0.06738960608869794,0.7101436393608943,24.035073302731067,0.5551833772004905,5,0.05183132395583954,0,医药制造业,2019
000052_2021,0.044464439230559566,0.22318467223038008,0.696692349294836,21.91290582894749,0.5779549177870189,15,0.02114017376612501,0,专用设备制造业,2020
000053_2022,0.04757700956912064,0.10265140005654283,0.6792475985624903,21.692916781665424,0.6142324096509758,7,0.08737003320999959,1,制造业,2021
000054_2023,0.033064445523968915,0.13865317531921031,0.5444160125638249,21.246472419642622,0.6692739288333978,24,0.09773492621370909,0,软件和信息技术服务业,2022
000055_2019,-0.0017390087038331933,0.061401022086011336,0.5295211242851638,20.967737329422164,0.5936588810859059,21,0.06313689133485927,0,医药制造业,2023
000056_2020,0.05777379662147901,0.152479595184545,0.584585064440541,20.755528212398925,0.6305229552639792,18,0.018663282037730627,0,专用设备制造业,2019
000057_2021,0.03131482090819075,0.1890699676880229,0.5775296553238957,21.111202686769083,0.17937822589396754,19,0.028972062602368537,0,制造业,2020
000058_2022,0.039773889488851966,0.16662303808944465,0.828669658748486,21.92931961834793,0.2907210902647791,16,0.07536574425828776,1,软件和信息技术服务业,2021
000059_2023,0.0419255848944128,0.16292333425154665,0.7122554229241952,22.334295128497715,0.5231386640251474,4,0.020289836640511143,0,医药制造业,2022
000060_2019,0.024616973390080673,0.20001479909845196,0.6775581317425763,22.051142058552163,0.6648751827748939,11,0.12869225335368528,0,专用设备制造业,2023
